Boundarynumber	Year	Dayofyear	Hour	Minute	Second	Orbitnumber	XMSO(km)	YMSO(km)	ZMSO(km)
7.0	2012.0	200.0	16.0	21.0	52.0	1077.0	505.444	5109.25	-4381.249
8.0	2012.0	200.0	16.0	25.0	50.0	1077.0	455.228	5095.542	-4826.274
1.0	2012.0	200.0	21.0	59.0	40.0	1078.0	-1913.163	-6666.754	-5083.105
2.0	2012.0	200.0	22.0	15.0	28.0	1078.0	-1722.206	-6512.295	-3582.715
3.0	2012.0	200.0	22.0	42.0	31.0	1078.0	-1199.775	-5486.478	-660.135
4.0	2012.0	200.0	22.0	55.0	22.0	1078.0	-826.637	-4443.712	818.011
5.0	2012.0	200.0	23.0	50.0	42.0	1078.0	836.906	4162.776	-267.963
6.0	2012.0	200.0	23.0	56.0	15.0	1078.0	825.309	4522.447	-1070.011
7.0	2012.0	201.0	0.0	25.0	30.0	1078.0	544.241	5090.132	-4785.199
8.0	2012.0	201.0	0.0	29.0	31.0	1078.0	491.351	5060.168	-5219.792
1.0	2012.0	201.0	5.0	46.0	7.0	1079.0	-2138.441	-6594.032	-6247.209
2.0	2012.0	201.0	5.0	57.0	54.0	1079.0	-2041.154	-6636.09	-5244.521
3.0	2012.0	201.0	6.0	42.0	6.0	1079.0	-1302.309	-5493.59	-712.014
4.0	2012.0	201.0	6.0	47.0	19.0	1079.0	-1158.198	-5136.951	-111.459
5.0	2012.0	201.0	7.0	51.0	28.0	1079.0	906.611	4203.125	-374.423
6.0	2012.0	201.0	7.0	58.0	44.0	1079.0	890.723	4632.553	-1416.477
7.0	2012.0	201.0	8.0	37.0	42.0	1079.0	461.432	4944.007	-6048.415
8.0	2012.0	201.0	8.0	41.0	4.0	1079.0	412.762	4882.65	-6371.332
1.0	2012.0	201.0	13.0	45.0	47.0	1080.0	-2250.256	-6553.661	-6277.756
2.0	2012.0	201.0	14.0	0.0	22.0	1080.0	-2126.963	-6596.436	-5027.32
3.0	2012.0	201.0	14.0	46.0	16.0	1080.0	-1275.994	-5196.063	-236.911
4.0	2012.0	201.0	14.0	48.0	58.0	1080.0	-1193.23	-4992.184	75.015
5.0	2012.0	201.0	15.0	50.0	15.0	1080.0	973.399	4093.541	-191.711
6.0	2012.0	201.0	15.0	54.0	3.0	1080.0	978.224	4360.34	-743.691
7.0	2012.0	201.0	16.0	24.0	40.0	1080.0	724.902	5074.881	-4683.954
8.0	2012.0	201.0	16.0	31.0	45.0	1080.0	629.344	5020.856	-5445.554
1.0	2012.0	201.0	21.0	26.0	49.0	1081.0	-2446.931	-6257.068	-7714.411
2.0	2012.0	201.0	21.0	47.0	42.0	1081.0	-2346.325	-6528.335	-6124.541
3.0	2012.0	201.0	22.0	37.0	5.0	1081.0	-1619.489	-5727.533	-1290.517
4.0	2012.0	201.0	22.0	43.0	26.0	1081.0	-1448.269	-5367.517	-567.676
5.0	2012.0	201.0	23.0	50.0	48.0	1081.0	1043.769	4116.656	-266.394
6.0	2012.0	201.0	23.0	55.0	40.0	1081.0	1050.828	4438.546	-970.54
7.0	2012.0	202.0	0.0	24.0	0.0	1081.0	818.684	5065.145	-4604.776
8.0	2012.0	202.0	0.0	37.0	36.0	1081.0	628.673	4930.959	-6030.46
1.0	2012.0	202.0	5.0	44.0	52.0	1082.0	-2474.022	-6464.257	-6359.132
2.0	2012.0	202.0	5.0	57.0	27.0	1082.0	-2375.609	-6523.022	-5295.706
3.0	2012.0	202.0	6.0	42.0	42.0	1082.0	-1560.657	-5390.223	-656.3
4.0	2012.0	202.0	6.0	56.0	18.0	1082.0	-1088.184	-4297.801	907.325
5.0	2012.0	202.0	7.0	48.0	17.0	1082.0	1095.713	3891.446	106.589
6.0	2012.0	202.0	7.0	52.0	55.0	1082.0	1120.868	4247.725	-568.627
7.0	2012.0	202.0	8.0	11.0	48.0	1082.0	1041.511	4975.466	-3146.399
8.0	2012.0	202.0	8.0	29.0	23.0	1082.0	831.606	5022.602	-5188.111
1.0	2012.0	202.0	13.0	34.0	14.0	1083.0	-2633.716	-6292.054	-7186.09
2.0	2012.0	202.0	13.0	52.0	28.0	1083.0	-2528.634	-6470.222	-5732.415
3.0	2012.0	202.0	14.0	37.0	25.0	1083.0	-1803.296	-5656.223	-1261.883
4.0	2012.0	202.0	14.0	41.0	1.0	1083.0	-1702.228	-5464.464	-853.414
5.0	2012.0	202.0	15.0	50.0	39.0	1083.0	1179.978	4063.247	-233.301
6.0	2012.0	202.0	15.0	52.0	47.0	1083.0	1191.47	4217.281	-543.647
7.0	2012.0	202.0	16.0	19.0	58.0	1083.0	1039.397	5034.759	-4133.47
8.0	2012.0	202.0	16.0	25.0	25.0	1083.0	970.806	5032.883	-4753.173
1.0	2012.0	202.0	21.0	54.0	6.0	1084.0	-2623.965	-6431.404	-5596.248
2.0	2012.0	202.0	22.0	5.0	33.0	1084.0	-2506.785	-6415.391	-4566.812
3.0	2012.0	202.0	22.0	41.0	28.0	1084.0	-1781.351	-5411.023	-806.654
4.0	2012.0	202.0	22.0	43.0	45.0	1084.0	-1709.579	-5273.592	-544.837
5.0	2012.0	202.0	23.0	47.0	45.0	1084.0	1219.202	3799.611	195.825
6.0	2012.0	202.0	23.0	52.0	44.0	1084.0	1262.025	4191.085	-530.525
7.0	2012.0	203.0	0.0	25.0	32.0	1084.0	1054.665	5016.567	-4761.18
8.0	2012.0	203.0	0.0	29.0	27.0	1084.0	1000.684	4994.041	-5185.877
1.0	2012.0	203.0	5.0	42.0	53.0	1085.0	-2808.306	-6306.976	-6529.009
2.0	2012.0	203.0	5.0	56.0	56.0	1085.0	-2707.403	-6391.134	-5353.288
3.0	2012.0	203.0	6.0	37.0	23.0	1085.0	-1995.925	-5596.413	-1274.913
4.0	2012.0	203.0	6.0	42.0	40.0	1085.0	-1835.22	-5311.847	-673.887
5.0	2012.0	203.0	7.0	47.0	8.0	1085.0	1274.204	3719.356	291.459
6.0	2012.0	203.0	7.0	52.0	50.0	1085.0	1333.278	4173.856	-539.195
7.0	2012.0	203.0	8.0	17.0	10.0	1085.0	1241.571	4982.253	-3791.56
8.0	2012.0	203.0	8.0	22.0	46.0	1085.0	1176.082	5003.702	-4446.033
1.0	2012.0	203.0	13.0	36.0	40.0	1086.0	-2941.123	-6180.319	-7014.555
2.0	2012.0	203.0	13.0	50.0	53.0	1086.0	-2865.53	-6321.929	-5878.487
3.0	2012.0	203.0	14.0	32.0	12.0	1086.0	-2233.575	-5785.609	-1857.134
4.0	2012.0	203.0	14.0	35.0	43.0	1086.0	-2139.259	-5639.978	-1466.746
5.0	2012.0	203.0	15.0	50.0	18.0	1086.0	1379.954	3963.74	-164.694
6.0	2012.0	203.0	15.0	52.0	11.0	1086.0	1398.523	4103.568	-438.952
7.0	2012.0	203.0	16.0	21.0	26.0	1086.0	1278.116	4982.429	-4288.346
8.0	2012.0	203.0	16.0	32.0	2.0	1086.0	1132.976	4938.028	-5447.648
1.0	2012.0	203.0	21.0	32.0	47.0	1087.0	-3056.232	-6069.043	-7307.563
2.0	2012.0	203.0	22.0	0.0	29.0	1087.0	-2888.411	-6293.891	-5045.166
3.0	2012.0	203.0	22.0	35.0	52.0	1087.0	-2231.629	-5597.29	-1454.777
4.0	2012.0	203.0	22.0	43.0	48.0	1087.0	-1977.468	-5182.357	-553.222
5.0	2012.0	203.0	23.0	49.0	2.0	1087.0	1429.746	3834.636	26.245
6.0	2012.0	203.0	23.0	52.0	21.0	1087.0	1469.649	4088.532	-457.041
7.0	2012.0	204.0	0.0	17.0	46.0	1087.0	1405.394	4943.076	-3852.734
8.0	2012.0	204.0	0.0	28.0	10.0	1087.0	1274.822	4948.911	-5033.918
1.0	2012.0	204.0	5.0	32.0	51.0	1088.0	-3159.086	-6014.942	-7306.384
2.0	2012.0	204.0	5.0	42.0	22.0	1088.0	-3128.626	-6144.675	-6581.559
3.0	2012.0	204.0	6.0	35.0	0.0	1088.0	-2353.322	-5596.655	-1556.432
4.0	2012.0	204.0	6.0	41.0	9.0	1088.0	-2160.263	-5301.319	-861.805
5.0	2012.0	204.0	7.0	49.0	9.0	1088.0	1496.558	3816.523	15.24
6.0	2012.0	204.0	7.0	54.0	35.0	1088.0	1559.844	4207.061	-774.033
7.0	2012.0	204.0	8.0	18.0	24.0	1088.0	1483.778	4923.542	-3922.799
8.0	2012.0	204.0	8.0	39.0	42.0	1088.0	1178.704	4803.447	-6203.008
1.0	2012.0	204.0	12.0	48.0	46.0	1089.0	-3122.398	-4873.973	-10001.552
2.0	2012.0	204.0	13.0	19.0	9.0	1089.0	-3261.311	-5695.596	-8260.871
3.0	2012.0	204.0	14.0	38.0	28.0	1089.0	-2342.446	-5401.331	-1171.72
4.0	2012.0	204.0	14.0	45.0	33.0	1089.0	-2089.393	-5007.438	-361.202
5.0	2012.0	204.0	15.0	51.0	36.0	1089.0	1598.9	3977.868	-335.847
6.0	2012.0	204.0	15.0	57.0	45.0	1089.0	1653.319	4355.73	-1220.305
7.0	2012.0	204.0	16.0	31.0	50.0	1089.0	1391.153	4879.829	-5412.296
8.0	2012.0	204.0	16.0	32.0	57.0	1089.0	1373.773	4869.572	-5527.754
1.0	2012.0	204.0	21.0	9.0	56.0	1090.0	-3330.811	-5418.199	-8844.579
2.0	2012.0	204.0	21.0	27.0	37.0	1090.0	-3366.858	-5807.768	-7689.672
3.0	2012.0	204.0	22.0	39.0	10.0	1090.0	-2412.843	-5327.856	-1097.385
4.0	2012.0	204.0	22.0	47.0	49.0	1090.0	-2082.839	-4823.655	-104.186
5.0	2012.0	204.0	23.0	55.0	31.0	1090.0	1712.134	4202.948	-895.729
6.0	2012.0	204.0	23.0	58.0	12.0	1090.0	1730.724	4347.765	-1277.655
7.0	2012.0	205.0	0.0	24.0	45.0	1090.0	1578.495	4890.338	-4643.562
8.0	2012.0	205.0	0.0	30.0	0.0	1090.0	1504.304	4870.348	-5214.763
1.0	2012.0	205.0	4.0	59.0	16.0	1091.0	-3364.886	-5070.45	-9461.63
2.0	2012.0	205.0	5.0	10.0	20.0	1091.0	-3425.02	-5367.039	-8823.69
3.0	2012.0	205.0	6.0	32.0	51.0	1091.0	-2707.164	-5553.353	-1809.709
4.0	2012.0	205.0	6.0	40.0	14.0	1091.0	-2468.348	-5234.201	-981.104
5.0	2012.0	205.0	7.0	55.0	20.0	1091.0	1782.763	4160.106	-863.168
6.0	2012.0	205.0	8.0	8.0	3.0	1091.0	1814.25	4677.788	-2613.613
7.0	2012.0	205.0	8.0	34.0	39.0	1091.0	1516.171	4805.737	-5691.186
8.0	2012.0	205.0	8.0	38.0	38.0	1091.0	1448.453	4757.078	-6085.97
1.0	2012.0	205.0	12.0	17.0	19.0	1092.0	-3011.406	-3613.918	-11308.444
2.0	2012.0	205.0	12.0	44.0	57.0	1092.0	-3332.609	-4575.4	-10194.09
3.0	2012.0	205.0	14.0	24.0	46.0	1092.0	-3019.308	-5748.411	-2688.339
4.0	2012.0	205.0	14.0	38.0	52.0	1092.0	-2609.261	-5257.768	-1141.324
5.0	2012.0	205.0	15.0	54.0	41.0	1092.0	1847.193	4087.617	-763.42
6.0	2012.0	205.0	15.0	58.0	38.0	1092.0	1883.663	4303.524	-1326.275
7.0	2012.0	205.0	16.0	28.0	45.0	1092.0	1693.683	4824.683	-5071.12
8.0	2012.0	205.0	16.0	28.0	54.0	1092.0	1691.469	4823.972	-5087.215
1.0	2012.0	205.0	20.0	57.0	36.0	1093.0	-3524.517	-4896.648	-9558.228
2.0	2012.0	205.0	21.0	17.0	54.0	1093.0	-3641.082	-5418.098	-8356.453
3.0	2012.0	205.0	22.0	31.0	55.0	1093.0	-2929.005	-5489.689	-1922.507
4.0	2012.0	205.0	22.0	44.0	25.0	1093.0	-2486.157	-4925.346	-511.82
5.0	2012.0	205.0	23.0	47.0	18.0	1093.0	1770.557	3498.869	316.015
6.0	2012.0	205.0	23.0	52.0	53.0	1093.0	1891.591	3937.125	-496.804
7.0	2012.0	206.0	0.0	30.0	59.0	1093.0	1745.146	4783.526	-5302.996
8.0	2012.0	206.0	0.0	46.0	44.0	1093.0	1463.348	4577.864	-6831.539
1.0	2012.0	206.0	4.0	0.0	13.0	1094.0	-2860.285	-2848.99	-11813.587
2.0	2012.0	206.0	5.0	10.0	25.0	1094.0	-3698.844	-5174.074	-8828.887
3.0	2012.0	206.0	6.0	39.0	12.0	1094.0	-2782.049	-5150.589	-1113.792
4.0	2012.0	206.0	6.0	44.0	45.0	1094.0	-2559.424	-4863.699	-478.547
5.0	2012.0	206.0	7.0	50.0	33.0	1094.0	1913.908	3733.688	-150.991
6.0	2012.0	206.0	7.0	55.0	41.0	1094.0	2002.345	4075.632	-893.96
7.0	2012.0	206.0	8.0	34.0	25.0	1094.0	1774.421	4726.895	-5652.284
8.0	2012.0	206.0	8.0	35.0	51.0	1094.0	1749.922	4712.676	-5796.714
1.0	2012.0	206.0	11.0	49.0	6.0	1095.0	-2704.973	-2356.052	-12064.952
2.0	2012.0	206.0	13.0	13.0	23.0	1095.0	-3805.464	-5177.308	-8650.293
3.0	2012.0	206.0	14.0	37.0	8.0	1095.0	-2949.69	-5191.606	-1352.508
4.0	2012.0	206.0	14.0	47.0	11.0	1095.0	-2534.917	-4674.487	-202.589
5.0	2012.0	206.0	15.0	52.0	39.0	1095.0	2023.703	3847.684	-449.773
6.0	2012.0	206.0	15.0	56.0	37.0	1095.0	2085.997	4090.099	-1020.775
7.0	2012.0	206.0	16.0	23.0	48.0	1095.0	2017.858	4738.098	-4509.339
8.0	2012.0	206.0	16.0	35.0	59.0	1095.0	1832.131	4681.455	-5804.886
1.0	2012.0	206.0	21.0	4.0	14.0	1096.0	-3831.999	-4876.1	-9200.003
2.0	2012.0	206.0	21.0	15.0	55.0	1096.0	-3909.478	-5165.4	-8494.699
3.0	2012.0	206.0	22.0	26.0	38.0	1096.0	-3370.722	-5478.837	-2510.376
4.0	2012.0	206.0	22.0	41.0	4.0	1096.0	-2891.245	-4965.235	-911.819
5.0	2012.0	206.0	23.0	49.0	32.0	1096.0	2016.828	3578.999	10.609
6.0	2012.0	206.0	23.0	51.0	32.0	1096.0	2066.865	3730.695	-280.678
7.0	2012.0	207.0	0.0	30.0	2.0	1096.0	2015.363	4693.652	-5186.351
8.0	2012.0	207.0	0.0	30.0	43.0	1096.0	2004.714	4690.266	-5258.66
1.0	2012.0	207.0	4.0	24.0	25.0	1097.0	-3423.938	-3567.785	-11070.023
2.0	2012.0	207.0	5.0	13.0	0.0	1097.0	-3982.094	-5024.235	-8681.42
3.0	2012.0	207.0	6.0	34.0	8.0	1097.0	-3241.191	-5198.065	-1698.56
4.0	2012.0	207.0	6.0	38.0	1.0	1097.0	-3101.867	-5049.76	-1263.602
5.0	2012.0	207.0	7.0	49.0	39.0	1097.0	2082.761	3548.709	0.429
6.0	2012.0	207.0	7.0	53.0	14.0	1097.0	2170.541	3807.201	-520.56
7.0	2012.0	207.0	8.0	24.0	17.0	1097.0	2181.764	4666.264	-4552.064
8.0	2012.0	207.0	10.0	17.0	9.0	1097.0	-548.292	1549.311	-11808.437
1.0	2012.0	207.0	13.0	28.0	41.0	1098.0	-4143.77	-5279.157	-7645.768
2.0	2012.0	207.0	13.0	34.0	22.0	1098.0	-4152.372	-5375.688	-7234.529
3.0	2012.0	207.0	14.0	40.0	53.0	1098.0	-3077.637	-4870.165	-943.484
4.0	2012.0	207.0	14.0	49.0	16.0	1098.0	-2678.486	-4409.166	22.786
5.0	2012.0	207.0	15.0	43.0	33.0	1098.0	1911.966	2947.341	888.22
6.0	2012.0	207.0	15.0	44.0	55.0	1098.0	1973.487	3087.642	693.387
7.0	2012.0	207.0	16.0	4.0	9.0	1098.0	2373.396	4297.876	-2049.173
8.0	2012.0	207.0	16.0	4.0	36.0	1098.0	2375.216	4313.158	-2110.026
1.0	2012.0	207.0	19.0	49.0	44.0	1099.0	-2869.856	-2165.041	-12058.155
2.0	2012.0	207.0	21.0	35.0	54.0	1099.0	-4248.501	-5321.604	-7124.7
3.0	2012.0	207.0	22.0	41.0	54.0	1099.0	-3122.315	-4768.432	-832.785
4.0	2012.0	207.0	22.0	45.0	23.0	1099.0	-2960.563	-4591.55	-432.129
5.0	2012.0	207.0	23.0	48.0	8.0	1099.0	2156.058	3341.994	235.23
6.0	2012.0	207.0	23.0	56.0	49.0	1099.0	2375.201	3933.973	-1021.493
7.0	2012.0	208.0	0.0	12.0	2.0	1099.0	2454.537	4462.152	-3075.706
8.0	2012.0	208.0	0.0	20.0	52.0	1099.0	2390.567	4572.09	-4148.823
1.0	2012.0	208.0	4.0	16.0	31.0	1100.0	-3460.008	-3093.098	-11352.53
2.0	2012.0	208.0	5.0	20.0	33.0	1100.0	-4293.593	-4961.926	-8209.973
3.0	2012.0	208.0	6.0	31.0	37.0	1100.0	-3606.955	-5095.77	-1992.579
4.0	2012.0	208.0	6.0	38.0	9.0	1100.0	-3369.112	-4873.067	-1264.956
5.0	2012.0	208.0	7.0	50.0	33.0	1100.0	2297.038	3490.421	-109.571
6.0	2012.0	208.0	7.0	53.0	25.0	1100.0	2375.654	3688.902	-525.886
7.0	2012.0	208.0	8.0	15.0	28.0	1100.0	2519.593	4473.731	-3497.063
8.0	2012.0	208.0	8.0	25.0	56.0	1100.0	2414.028	4547.088	-4718.283
1.0	2012.0	208.0	12.0	35.0	14.0	1101.0	-3851.268	-3652.829	-10653.569
2.0	2012.0	208.0	13.0	12.0	43.0	1101.0	-4325.667	-4706.328	-8713.968
3.0	2012.0	208.0	14.0	26.0	6.0	1101.0	-3869.075	-5166.198	-2593.953
4.0	2012.0	208.0	14.0	38.0	32.0	1101.0	-3443.078	-4797.139	-1227.098
5.0	2012.0	208.0	15.0	49.0	18.0	1101.0	2316.788	3349.476	79.572
6.0	2012.0	208.0	15.0	52.0	26.0	1101.0	2415.693	3578.085	-376.211
7.0	2012.0	208.0	16.0	31.0	8.0	1101.0	2421.216	4495.69	-5273.966
8.0	2012.0	208.0	16.0	37.0	54.0	1101.0	2301.619	4449.761	-5962.314
1.0	2012.0	208.0	20.0	58.0	56.0	1102.0	-4264.662	-4276.605	-9516.133
2.0	2012.0	208.0	21.0	26.0	48.0	1102.0	-4503.014	-4920.895	-7794.48
3.0	2012.0	208.0	22.0	34.0	32.0	1102.0	-3689.653	-4874.925	-1681.491
4.0	2012.0	208.0	22.0	41.0	8.0	1102.0	-3418.612	-4628.725	-937.056
5.0	2012.0	208.0	23.0	43.0	8.0	1102.0	2088.939	2740.185	974.113
6.0	2012.0	208.0	23.0	54.0	36.0	1102.0	2537.474	3667.65	-682.186
7.0	2012.0	209.0	0.0	10.0	8.0	1102.0	2700.222	4280.592	-2812.737
8.0	2012.0	209.0	0.0	11.0	39.0	1102.0	2698.466	4313.237	-3006.926
1.0	2012.0	209.0	3.0	25.0	42.0	1103.0	-2389.526	-1029.632	-12402.648
2.0	2012.0	209.0	4.0	57.0	37.0	1103.0	-4323.63	-4159.044	-9590.519
3.0	2012.0	209.0	6.0	24.0	12.0	1103.0	-4110.589	-5056.995	-2805.838
4.0	2012.0	209.0	6.0	33.0	14.0	1103.0	-3828.035	-4846.261	-1831.169
5.0	2012.0	209.0	7.0	47.0	4.0	1103.0	2341.594	3071.821	418.549
6.0	2012.0	209.0	7.0	53.0	42.0	1103.0	2580.339	3563.131	-544.924
7.0	2012.0	209.0	8.0	49.0	21.0	1103.0	2222.485	4222.448	-7013.754
8.0	2012.0	209.0	12.0	52.0	25.0	1103.0	-4324.086	-3933.022	-9865.048
1.0	2012.0	209.0	13.0	8.0	34.0	1104.0	-4531.158	-4354.68	-8976.327
2.0	2012.0	209.0	13.0	48.0	59.0	1104.0	-4700.698	-5062.116	-6117.012
3.0	2012.0	209.0	14.0	32.0	12.0	1104.0	-3955.614	-4803.938	-1950.603
4.0	2012.0	209.0	14.0	40.0	4.0	1104.0	-3640.038	-4544.805	-1069.861
5.0	2012.0	209.0	15.0	49.0	7.0	1104.0	2486.713	3192.418	128.233
6.0	2012.0	209.0	15.0	50.0	42.0	1104.0	2547.889	3311.286	-102.154
7.0	2012.0	209.0	16.0	11.0	36.0	1104.0	2858.164	4208.916	-2986.747
8.0	2012.0	209.0	16.0	20.0	50.0	1104.0	2807.093	4336.305	-4113.031
1.0	2012.0	209.0	19.0	55.0	58.0	1105.0	-3229.273	-2036.458	-11934.348
2.0	2012.0	209.0	20.0	13.0	7.0	1105.0	-3638.757	-2630.478	-11472.42
3.0	2012.0	209.0	22.0	32.0	48.0	1105.0	-4024.105	-4713.915	-1890.174
4.0	2012.0	209.0	22.0	39.0	51.0	1105.0	-3735.896	-4485.664	-1100.177
5.0	2012.0	209.0	23.0	47.0	46.0	1105.0	2484.03	3034.084	331.871
6.0	2012.0	209.0	23.0	50.0	38.0	1105.0	2605.397	3255.33	-84.865
7.0	2012.0	210.0	0.0	6.0	48.0	1105.0	2925.876	4035.631	-2355.174
8.0	2012.0	210.0	0.0	12.0	24.0	1105.0	2936.436	4170.525	-3081.155
1.0	2012.0	210.0	3.0	57.0	49.0	1106.0	-3310.76	-2036.552	-11893.093
2.0	2012.0	210.0	4.0	42.0	54.0	1106.0	-4302.266	-3493.63	-10331.079
3.0	2012.0	210.0	6.0	24.0	49.0	1106.0	-4372.034	-4809.339	-2757.372
4.0	2012.0	210.0	6.0	38.0	59.0	1106.0	-3860.768	-4447.429	-1204.264
5.0	2012.0	210.0	7.0	50.0	2.0	1106.0	2640.396	3159.315	10.06
6.0	2012.0	210.0	7.0	52.0	5.0	1106.0	2719.081	3302.557	-287.953
7.0	2012.0	210.0	8.0	15.0	23.0	1106.0	3007.526	4165.909	-3446.214
8.0	2012.0	210.0	8.0	19.0	45.0	1106.0	2980.207	4219.345	-3972.469
1.0	2012.0	210.0	12.0	20.0	31.0	1107.0	-3901.24	-2725.493	-11233.827
2.0	2012.0	210.0	13.0	13.0	37.0	1107.0	-4820.24	-4201.177	-8681.389
3.0	2012.0	210.0	14.0	22.0	22.0	1107.0	-4529.707	-4762.609	-3019.511
4.0	2012.0	210.0	14.0	38.0	40.0	1107.0	-3960.255	-4385.737	-1245.85
5.0	2012.0	210.0	15.0	42.0	42.0	1107.0	2291.599	2467.7	1070.043
6.0	2012.0	210.0	15.0	47.0	35.0	1107.0	2583.382	2916.223	373.603
7.0	2012.0	210.0	16.0	10.0	8.0	1107.0	3091.809	4007.703	-2777.11
8.0	2012.0	210.0	16.0	10.0	27.0	1107.0	3092.447	4014.975	-2817.945
1.0	2012.0	210.0	20.0	41.0	5.0	1108.0	-4390.764	-3270.524	-10419.51
2.0	2012.0	210.0	20.0	52.0	51.0	1108.0	-4604.438	-3597.42	-9856.281
3.0	2012.0	210.0	22.0	26.0	47.0	1108.0	-4494.333	-4607.816	-2559.891
4.0	2012.0	210.0	22.0	31.0	41.0	1108.0	-4330.125	-4507.341	-2029.93
5.0	2012.0	210.0	23.0	47.0	32.0	1108.0	2633.625	2858.795	388.602
6.0	2012.0	210.0	23.0	53.0	59.0	1108.0	2907.499	3309.744	-547.444
7.0	2012.0	211.0	0.0	11.0	0.0	1108.0	3170.289	3967.077	-2881.202
8.0	2012.0	211.0	0.0	15.0	9.0	1108.0	3166.776	4044.891	-3403.23
1.0	2012.0	211.0	4.0	38.0	52.0	1109.0	-4404.617	-3119.832	-10520.633
2.0	2012.0	211.0	4.0	55.0	0.0	1109.0	-4706.394	-3562.47	-9749.026
3.0	2012.0	211.0	6.0	3.0	16.0	1109.0	-5057.457	-4676.105	-4897.812
4.0	2012.0	211.0	6.0	18.0	12.0	1109.0	-4811.399	-4630.739	-3458.073
5.0	2012.0	211.0	7.0	50.0	44.0	1109.0	2842.57	3043.144	-68.225
6.0	2012.0	211.0	7.0	53.0	39.0	1109.0	2957.654	3231.042	-491.318
7.0	2012.0	211.0	8.0	9.0	12.0	1109.0	3240.656	3862.962	-2641.103
8.0	2012.0	211.0	8.0	15.0	30.0	1109.0	3243.945	3988.722	-3439.131
1.0	2012.0	211.0	12.0	35.0	37.0	1110.0	-4391.215	-2938.806	-10662.85
2.0	2012.0	211.0	12.0	41.0	50.0	1110.0	-4522.344	-3115.298	-10391.722
3.0	2012.0	211.0	14.0	17.0	17.0	1110.0	-4920.563	-4544.253	-3556.059
4.0	2012.0	211.0	14.0	24.0	29.0	1110.0	-4739.053	-4467.327	-2814.82
5.0	2012.0	211.0	15.0	43.0	31.0	1110.0	2479.815	2397.484	978.18
6.0	2012.0	211.0	15.0	48.0	27.0	1110.0	2786.936	2819.545	271.486
7.0	2012.0	211.0	16.0	6.0	34.0	1110.0	3296.682	3727.684	-2286.424
8.0	2012.0	211.0	16.0	7.0	36.0	1110.0	3305.252	3757.066	-2423.556
1.0	2012.0	211.0	20.0	57.0	29.0	1111.0	-4878.536	-3435.661	-9625.153
2.0	2012.0	211.0	20.0	59.0	26.0	1111.0	-4911.572	-3483.855	-9520.342
3.0	2012.0	211.0	22.0	21.0	55.0	1111.0	-4896.697	-4406.035	-3088.399
4.0	2012.0	211.0	22.0	27.0	47.0	1111.0	-4724.037	-4324.981	-2469.834
5.0	2012.0	211.0	23.0	46.0	41.0	1111.0	2736.604	2622.561	534.94
6.0	2012.0	211.0	23.0	49.0	56.0	1111.0	2916.067	2869.388	64.133
7.0	2012.0	212.0	0.0	7.0	29.0	1111.0	3377.225	3687.935	-2400.381
8.0	2012.0	212.0	0.0	7.0	47.0	1111.0	3379.651	3696.159	-2440.023
1.0	2012.0	212.0	4.0	28.0	58.0	1112.0	-4338.957	-2571.777	-10936.624
2.0	2012.0	212.0	4.0	34.0	53.0	1112.0	-4478.861	-2740.183	-10699.105
3.0	2012.0	212.0	6.0	3.0	37.0	1112.0	-5316.048	-4372.661	-4881.148
4.0	2012.0	212.0	6.0	23.0	24.0	1112.0	-4942.171	-4293.05	-2939.61
5.0	2012.0	212.0	7.0	43.0	3.0	1112.0	2528.323	2246.426	1058.671
6.0	2012.0	212.0	7.0	47.0	36.0	1112.0	2840.764	2637.183	410.617
7.0	2012.0	212.0	7.0	58.0	47.0	1112.0	3302.433	3308.773	-1201.233
8.0	2012.0	212.0	7.0	59.0	7.0	1112.0	3310.914	3323.615	-1248.236
1.0	2012.0	212.0	12.0	16.0	32.0	1113.0	-4062.159	-2122.734	-11381.467
2.0	2012.0	212.0	12.0	29.0	45.0	1113.0	-4404.638	-2505.726	-10908.761
3.0	2012.0	212.0	14.0	19.0	2.0	1113.0	-5139.644	-4235.689	-3395.356
4.0	2012.0	212.0	14.0	26.0	41.0	1113.0	-4928.047	-4153.343	-2598.647
5.0	2012.0	212.0	15.0	41.0	45.0	1113.0	2459.832	2067.079	1245.429
6.0	2012.0	212.0	15.0	45.0	12.0	1113.0	2731.067	2383.379	763.301
7.0	2012.0	212.0	15.0	59.0	59.0	1113.0	3396.926	3292.85	-1361.906
8.0	2012.0	212.0	16.0	1.0	25.0	1113.0	3429.174	3350.589	-1561.797
1.0	2012.0	212.0	19.0	43.0	53.0	1114.0	-3112.722	-1049.772	-12186.146
2.0	2012.0	212.0	19.0	49.0	45.0	1114.0	-3301.052	-1232.412	-12079.835
3.0	2012.0	212.0	22.0	22.0	39.0	1114.0	-5130.511	-4102.402	-3028.812
4.0	2012.0	212.0	22.0	38.0	44.0	1114.0	-4528.821	-3813.545	-1278.654
5.0	2012.0	212.0	23.0	46.0	38.0	1114.0	2874.61	2441.097	566.095
6.0	2012.0	212.0	23.0	49.0	27.0	1114.0	3047.202	2649.312	158.75
7.0	2012.0	213.0	0.0	13.0	19.0	1114.0	3624.265	3612.61	-3130.312
8.0	2012.0	213.0	0.0	19.0	51.0	1114.0	3608.283	3709.186	-3927.786
1.0	2012.0	213.0	4.0	17.0	22.0	1115.0	-4159.348	-1978.761	-11358.594
